hospital_drug_id,generic_name_cn,generic_name_en,trade_name_cn,strength,dosage_form,route,atc_code,rxnorm_rxcui,insurance_code,manufacturer,in_formulary,in_stock,high_alert,antibiotic_level,narcotic_class,restricted_dept,alternatives
H-DEMO-00180,噻吗洛尔,timolol,噻吗洛尔,0.5%,滴眼液,OPH,S01ED01,10600,8690000000180,华北制药,1,1,0,0,0,眼科,
H-DEMO-00181,左氧氟沙星,levofloxacin,可乐必妥,0.3%,滴眼液,OPH,S01AE05,82122,8690000000181,扬子江药业,1,1,0,2,0,眼科,
H-DEMO-00182,布地奈德,budesonide,雷诺考特,64μg,鼻喷雾,NAS,R01AD05,19831,8690000000182,恒瑞医药,1,1,0,0,0,,
H-DEMO-00183,糠酸莫米松,mometasone,内舒拿,50μg,鼻喷雾,NAS,R01AD09,108575,8690000000183,石药集团,1,1,0,0,0,,
H-DEMO-00184,氨溴索,ambroxol,沐舒坦,30mg,片剂,PO,R05CB06,623,8690000000184,中国生物,1,1,0,0,0,,
H-DEMO-00185,右美沙芬,dextromethorphan,右美沙芬,15mg,片剂,PO,R05DA09,3289,8690000000185,拜耳,1,1,0,0,0,,
H-DEMO-00186,氨酚羟考酮,oxycodone acetaminophen,泰勒宁,5mg/325mg,片剂,PO,N02AJ17,214182,8690000000186,辉瑞,1,1,1,0,1,,
H-DEMO-00187,对乙酰氨基酚,acetaminophen,泰诺,0.5g/100ml,注射液,IV,N02BE01,161,8690000000187,诺华,1,1,0,0,0,,
H-DEMO-00188,氟比洛芬酯,flurbiprofen axetil,凯纷,50mg/5ml,注射液,IV,M01AE09,,8690000000188,赛诺菲,1,1,0,0,0,,
H-DEMO-00189,帕瑞昔布,parecoxib,特耐,40mg,粉针,IV,M01AH04,279645,8690000000189,AstraZeneca,1,1,0,0,0,,
H-DEMO-00190,卡介苗,bcg vaccine,卡介苗,0.1ml,注射液,ID,J07AN01,,8690000000190,罗氏,1,1,0,0,0,,
H-DEMO-00191,乙肝疫苗,hepatitis b vaccine,乙肝疫苗,20μg,注射液,IM,J07BC01,,8690000000191,齐鲁制药,1,1,0,0,0,,
H-DEMO-00192,流感疫苗,influenza vaccine,流感疫苗,0.5ml,注射液,IM,J07BB02,,8690000000192,复星医药,1,1,0,0,0,,
H-DEMO-00193,人血白蛋白,albumin human,人血白蛋白,10g/50ml,注射液,IV,B05AA01,828529,8690000000193,科伦药业,1,1,1,0,0,,
H-DEMO-00194,免疫球蛋白,immune globulin,静丙,2.5g/50ml,注射液,IV,J06BA02,58230,8690000000194,华润双鹤,1,1,1,0,0,,
H-DEMO-00195,肝素钠,heparin,肝素钠,12500U/2ml,封管液,IV,B01AB01,5224,8690000000195,正大天晴,1,1,1,0,0,,
H-DEMO-00196,低分子肝素,enoxaparin,速碧林,0.4ml:4100IU,注射液,SC,B01AB05,67108,8690000000196,豪森药业,1,1,1,0,0,,
H-DEMO-00197,氨甲环酸,tranexamic acid,妥塞敏,0.25g,片剂,PO,B02AA02,10691,8690000000197,人福医药,1,1,0,0,0,,
H-DEMO-00198,氨甲环酸,tranexamic acid,妥塞敏,0.25g/5ml,注射液,IV,B02AA02,10691,8690000000198,华北制药,1,1,1,0,0,,
H-DEMO-00199,垂体后叶素,vasopressin,垂体后叶素,6U/1ml,注射液,IV,H01BA01,11149,8690000000199,扬子江药业,1,1,1,0,0,,
H-DEMO-00200,缩宫素,oxytocin,缩宫素,10U/1ml,注射液,IV,H01BB02,7813,8690000000200,恒瑞医药,1,1,1,0,0,产科,
H-DEMO-00201,米索前列醇,misoprostol,喜占,0.2mg,片剂,PO,G02AD06,6963,8690000000201,石药集团,1,1,0,0,0,产科,
H-DEMO-00202,黄体酮,progesterone,黄体酮,20mg,注射液,IM,G03DA04,8727,8690000000202,中国生物,1,1,0,0,0,产科,
H-DEMO-00203,戊酸雌二醇,estradiol valerate,补佳乐,1mg,片剂,PO,G03CA03,4124,8690000000203,拜耳,1,1,0,0,0,妇科,
H-DEMO-00204,炔雌醇环丙孕酮,ethinyl estradiol cyproterone,达英-35,复方,片剂,PO,G03AA09,214061,8690000000204,辉瑞,1,1,0,0,0,妇科,
H-DEMO-00205,左炔诺孕酮,levonorgestrel,毓婷,0.75mg,片剂,PO,G03AC03,6373,8690000000205,诺华,1,1,0,0,0,妇科,
H-DEMO-00206,利伐沙班,rivaroxaban,拜瑞妥,25mg,片剂,PO,B01XX01,1114195,8690000000206,赛诺菲,1,1,0,0,0,,
H-DEMO-00207,利伐沙班,rivaroxaban,拜瑞妥,50mg,片剂,PO,B01XX01,1114195,8690000000207,AstraZeneca,1,1,0,0,0,,
H-DEMO-00208,利伐沙班,rivaroxaban,拜瑞妥,100mg,片剂,PO,B01XX01,1114195,8690000000208,罗氏,1,1,0,0,0,,
H-DEMO-00209,达比加群,dabigatran,泰毕全,5mg,片剂,PO,B01XX01,1037042,8690000000209,齐鲁制药,1,1,0,0,0,,
H-DEMO-00210,达比加群,dabigatran,泰毕全,10mg,片剂,PO,B01XX01,1037042,8690000000210,复星医药,1,1,0,0,0,,
H-DEMO-00211,达比加群,dabigatran,泰毕全,20mg,片剂,PO,B01XX01,1037042,8690000000211,科伦药业,1,1,0,0,0,,
H-DEMO-00212,阿哌沙班,apixaban,艾乐妥,100mg,片剂,PO,B01XX01,1364430,8690000000212,华润双鹤,1,1,0,0,0,,
H-DEMO-00213,阿哌沙班,apixaban,艾乐妥,200mg,片剂,PO,B01XX01,1364430,8690000000213,正大天晴,1,1,0,0,0,,
H-DEMO-00214,阿哌沙班,apixaban,艾乐妥,500mg,片剂,PO,B01XX01,1364430,8690000000214,豪森药业,1,1,0,0,0,,
H-DEMO-00215,依度沙班,edoxaban,艾多沙班,20mg,片剂,PO,B01XX01,1599537,8690000000215,人福医药,1,1,0,0,0,,
H-DEMO-00216,依度沙班,edoxaban,艾多沙班,25mg,片剂,PO,B01XX01,1599537,8690000000216,华北制药,1,1,0,0,0,,
H-DEMO-00217,依度沙班,edoxaban,艾多沙班,50mg,片剂,PO,B01XX01,1599537,8690000000217,扬子江药业,1,1,0,0,0,,
H-DEMO-00218,替格瑞洛,ticagrelor,倍林达,10mg,片剂,PO,B01XX01,1116632,8690000000218,恒瑞医药,1,1,0,0,0,,
H-DEMO-00219,替格瑞洛,ticagrelor,倍林达,20mg,片剂,PO,B01XX01,1116632,8690000000219,石药集团,1,1,0,0,0,,
H-DEMO-00220,替格瑞洛,ticagrelor,倍林达,25mg,片剂,PO,B01XX01,1116632,8690000000220,中国生物,1,1,0,0,0,,
H-DEMO-00221,普拉格雷,prasugrel,Effient,50mg,片剂,PO,B01XX01,854856,8690000000221,拜耳,1,1,0,0,0,,
H-DEMO-00222,普拉格雷,prasugrel,Effient,100mg,片剂,PO,B01XX01,854856,8690000000222,辉瑞,1,1,0,0,0,,
H-DEMO-00223,普拉格雷,prasugrel,Effient,200mg,片剂,PO,B01XX01,854856,8690000000223,诺华,1,1,0,0,0,,
H-DEMO-00224,西洛他唑,cilostazol,Pletal,10mg,片剂,PO,B01XX01,21107,8690000000224,赛诺菲,1,1,0,0,0,,
H-DEMO-00225,西洛他唑,cilostazol,Pletal,20mg,片剂,PO,B01XX01,21107,8690000000225,AstraZeneca,1,1,0,0,0,,
H-DEMO-00226,西洛他唑,cilostazol,Pletal,25mg,片剂,PO,B01XX01,21107,8690000000226,罗氏,1,1,0,0,0,,
H-DEMO-00227,双嘧达莫,dipyridamole,潘生丁,25mg,片剂,PO,B01XX01,3521,8690000000227,齐鲁制药,1,1,0,0,0,,
H-DEMO-00228,双嘧达莫,dipyridamole,潘生丁,50mg,片剂,PO,B01XX01,3521,8690000000228,复星医药,1,1,0,0,0,,
H-DEMO-00229,双嘧达莫,dipyridamole,潘生丁,100mg,片剂,PO,B01XX01,3521,8690000000229,科伦药业,1,1,0,0,0,,
H-DEMO-00230,贝米肝素,bemiparin,Badyket,50mg,片剂,PO,B01XX01,1364347,8690000000230,华润双鹤,1,1,1,0,0,,
H-DEMO-00231,贝米肝素,bemiparin,Badyket,100mg,片剂,PO,B01XX01,1364347,8690000000231,正大天晴,1,1,1,0,0,,
H-DEMO-00232,贝米肝素,bemiparin,Badyket,200mg,片剂,PO,B01XX01,1364347,8690000000232,豪森药业,1,1,1,0,0,,
H-DEMO-00233,达肝素,dalteparin,法安明,50mg,片剂,PO,B01XX01,67109,8690000000233,人福医药,1,1,1,0,0,,
H-DEMO-00234,达肝素,dalteparin,法安明,100mg,片剂,PO,B01XX01,67109,8690000000234,华北制药,1,1,1,0,0,,
H-DEMO-00235,达肝素,dalteparin,法安明,200mg,片剂,PO,B01XX01,67109,8690000000235,扬子江药业,1,1,1,0,0,,
H-DEMO-00236,磺达肝癸,fondaparinux,Arixtra,25mg,片剂,PO,B01XX01,321208,8690000000236,恒瑞医药,1,1,0,0,0,,
H-DEMO-00237,磺达肝癸,fondaparinux,Arixtra,50mg,片剂,PO,B01XX01,321208,8690000000237,石药集团,1,1,0,0,0,,
H-DEMO-00238,磺达肝癸,fondaparinux,Arixtra,100mg,片剂,PO,B01XX01,321208,8690000000238,中国生物,1,1,0,0,0,,
H-DEMO-00239,阿加曲班,argatroban,Argatroban,50mg,片剂,PO,B01XX01,15202,8690000000239,拜耳,1,1,0,0,0,,
H-DEMO-00240,阿加曲班,argatroban,Argatroban,100mg,片剂,PO,B01XX01,15202,8690000000240,辉瑞,1,1,0,0,0,,
H-DEMO-00241,阿加曲班,argatroban,Argatroban,200mg,片剂,PO,B01XX01,15202,8690000000241,诺华,1,1,0,0,0,,
H-DEMO-00242,降纤酶,defibrase,降纤酶,25mg,片剂,PO,B01XX01,,8690000000242,赛诺菲,1,1,0,0,0,,
H-DEMO-00243,降纤酶,defibrase,降纤酶,50mg,片剂,PO,B01XX01,,8690000000243,AstraZeneca,1,1,0,0,0,,
H-DEMO-00244,降纤酶,defibrase,降纤酶,100mg,片剂,PO,B01XX01,,8690000000244,罗氏,1,1,0,0,0,,
H-DEMO-00245,尿激酶,urokinase,尿激酶,25mg,片剂,PO,B01XX01,11052,8690000000245,齐鲁制药,1,1,0,0,0,,
H-DEMO-00246,尿激酶,urokinase,尿激酶,50mg,片剂,PO,B01XX01,11052,8690000000246,复星医药,1,1,0,0,0,,
H-DEMO-00247,尿激酶,urokinase,尿激酶,100mg,片剂,PO,B01XX01,11052,8690000000247,科伦药业,1,1,0,0,0,,
H-DEMO-00248,阿替普酶,alteplase,爱通立,20mg,片剂,PO,B01XX01,8410,8690000000248,华润双鹤,1,1,0,0,0,,
H-DEMO-00249,阿替普酶,alteplase,爱通立,25mg,片剂,PO,B01XX01,8410,8690000000249,正大天晴,1,1,0,0,0,,
H-DEMO-00250,阿替普酶,alteplase,爱通立,50mg,片剂,PO,B01XX01,8410,8690000000250,豪森药业,1,1,0,0,0,,
H-DEMO-00251,瑞替普酶,reteplase,瑞替普酶,25mg,片剂,PO,B01XX01,82122,8690000000251,人福医药,1,1,0,0,0,,
H-DEMO-00252,瑞替普酶,reteplase,瑞替普酶,50mg,片剂,PO,B01XX01,82122,8690000000252,华北制药,1,1,0,0,0,,
H-DEMO-00253,瑞替普酶,reteplase,瑞替普酶,100mg,片剂,PO,B01XX01,82122,8690000000253,扬子江药业,1,1,0,0,0,,
H-DEMO-00254,硝酸异山梨酯,isosorbide dinitrate,异舒吉,5mg,片剂,PO,C01XX01,6057,8690000000254,恒瑞医药,1,1,0,0,0,,
H-DEMO-00255,硝酸异山梨酯,isosorbide dinitrate,异舒吉,10mg,片剂,PO,C01XX01,6057,8690000000255,石药集团,1,1,0,0,0,,
H-DEMO-00256,硝酸异山梨酯,isosorbide dinitrate,异舒吉,20mg,片剂,PO,C01XX01,6057,8690000000256,中国生物,1,1,0,0,0,,
H-DEMO-00257,单硝酸异山梨酯,isosorbide mononitrate,欣康,50mg,片剂,PO,C01XX01,1364433,8690000000257,拜耳,1,1,0,0,0,,
H-DEMO-00258,单硝酸异山梨酯,isosorbide mononitrate,欣康,100mg,片剂,PO,C01XX01,1364433,8690000000258,辉瑞,1,1,0,0,0,,
H-DEMO-00259,单硝酸异山梨酯,isosorbide mononitrate,欣康,200mg,片剂,PO,C01XX01,1364433,8690000000259,诺华,1,1,0,0,0,,
H-DEMO-00260,尼可地尔,nicorandil,喜格迈,100mg,片剂,PO,C01XX01,7407,8690000000260,赛诺菲,1,1,0,0,0,,
H-DEMO-00261,尼可地尔,nicorandil,喜格迈,200mg,片剂,PO,C01XX01,7407,8690000000261,AstraZeneca,1,1,0,0,0,,
H-DEMO-00262,尼可地尔,nicorandil,喜格迈,500mg,片剂,PO,C01XX01,7407,8690000000262,罗氏,1,1,0,0,0,,
H-DEMO-00263,曲美他嗪,trimetazidine,万爽力,100mg,片剂,PO,C01XX01,10829,8690000000263,齐鲁制药,1,1,0,0,0,,
H-DEMO-00264,曲美他嗪,trimetazidine,万爽力,200mg,片剂,PO,C01XX01,10829,8690000000264,复星医药,1,1,0,0,0,,
H-DEMO-00265,曲美他嗪,trimetazidine,万爽力,500mg,片剂,PO,C01XX01,10829,8690000000265,科伦药业,1,1,0,0,0,,
H-DEMO-00266,伊伐布雷定,ivabradine,可兰特,25mg,片剂,PO,C01XX01,1649480,8690000000266,华润双鹤,1,1,0,0,0,,
H-DEMO-00267,伊伐布雷定,ivabradine,可兰特,50mg,片剂,PO,C01XX01,1649480,8690000000267,正大天晴,1,1,0,0,0,,
H-DEMO-00268,伊伐布雷定,ivabradine,可兰特,100mg,片剂,PO,C01XX01,1649480,8690000000268,豪森药业,1,1,0,0,0,,
H-DEMO-00269,雷诺嗪,ranolazine,Ranexa,50mg,片剂,PO,C01XX01,358274,8690000000269,人福医药,1,1,0,0,0,,
H-DEMO-00270,雷诺嗪,ranolazine,Ranexa,100mg,片剂,PO,C01XX01,358274,8690000000270,华北制药,1,1,0,0,0,,
H-DEMO-00271,雷诺嗪,ranolazine,Ranexa,200mg,片剂,PO,C01XX01,358274,8690000000271,扬子江药业,1,1,0,0,0,,
H-DEMO-00272,丙吡胺,disopyramide,Norpace,25mg,片剂,PO,C01XX01,3648,8690000000272,恒瑞医药,1,1,0,0,0,,
H-DEMO-00273,丙吡胺,disopyramide,Norpace,50mg,片剂,PO,C01XX01,3648,8690000000273,石药集团,1,1,0,0,0,,
H-DEMO-00274,丙吡胺,disopyramide,Norpace,100mg,片剂,PO,C01XX01,3648,8690000000274,中国生物,1,1,0,0,0,,
H-DEMO-00275,奎尼丁,quinidine,奎尼丁,25mg,片剂,PO,C01XX01,9068,8690000000275,拜耳,1,1,0,0,0,,
H-DEMO-00276,奎尼丁,quinidine,奎尼丁,50mg,片剂,PO,C01XX01,9068,8690000000276,辉瑞,1,1,0,0,0,,
H-DEMO-00277,奎尼丁,quinidine,奎尼丁,100mg,片剂,PO,C01XX01,9068,8690000000277,诺华,1,1,0,0,0,,
H-DEMO-00278,普鲁卡因胺,procainamide,普鲁卡因胺,100mg,片剂,PO,C01XX01,8703,8690000000278,赛诺菲,1,1,0,0,0,,
H-DEMO-00279,普鲁卡因胺,procainamide,普鲁卡因胺,200mg,片剂,PO,C01XX01,8703,8690000000279,AstraZeneca,1,1,0,0,0,,
H-DEMO-00280,普鲁卡因胺,procainamide,普鲁卡因胺,500mg,片剂,PO,C01XX01,8703,8690000000280,罗氏,1,1,0,0,0,,
H-DEMO-00281,氟卡尼,flecainide,Tambocor,5mg,片剂,PO,C01XX01,4441,8690000000281,齐鲁制药,1,1,0,0,0,,
H-DEMO-00282,氟卡尼,flecainide,Tambocor,10mg,片剂,PO,C01XX01,4441,8690000000282,复星医药,1,1,0,0,0,,
H-DEMO-00283,氟卡尼,flecainide,Tambocor,20mg,片剂,PO,C01XX01,4441,8690000000283,科伦药业,1,1,0,0,0,,
H-DEMO-00284,普罗帕酮,propafenone,心律平,5mg,片剂,PO,C01XX01,8754,8690000000284,华润双鹤,1,1,0,0,0,,
H-DEMO-00285,普罗帕酮,propafenone,心律平,10mg,片剂,PO,C01XX01,8754,8690000000285,正大天晴,1,1,0,0,0,,
H-DEMO-00286,普罗帕酮,propafenone,心律平,20mg,片剂,PO,C01XX01,8754,8690000000286,豪森药业,1,1,0,0,0,,
H-DEMO-00287,索他洛尔,sotolol,Betapace,20mg,片剂,PO,C01XX01,9947,8690000000287,人福医药,1,1,0,0,0,,
H-DEMO-00288,索他洛尔,sotolol,Betapace,25mg,片剂,PO,C01XX01,9947,8690000000288,华北制药,1,1,0,0,0,,
H-DEMO-00289,索他洛尔,sotolol,Betapace,50mg,片剂,PO,C01XX01,9947,8690000000289,扬子江药业,1,1,0,0,0,,
H-DEMO-00290,多非利特,dofetilide,Tikosyn,100mg,片剂,PO,C01XX01,49299,8690000000290,恒瑞医药,1,1,0,0,0,,
H-DEMO-00291,多非利特,dofetilide,Tikosyn,200mg,片剂,PO,C01XX01,49299,8690000000291,石药集团,1,1,0,0,0,,
H-DEMO-00292,多非利特,dofetilide,Tikosyn,500mg,片剂,PO,C01XX01,49299,8690000000292,中国生物,1,1,0,0,0,,
H-DEMO-00293,决奈达隆,dronedarone,Multaq,5mg,片剂,PO,C01XX01,233698,8690000000293,拜耳,1,1,0,0,0,,
H-DEMO-00294,决奈达隆,dronedarone,Multaq,10mg,片剂,PO,C01XX01,233698,8690000000294,辉瑞,1,1,0,0,0,,
H-DEMO-00295,决奈达隆,dronedarone,Multaq,20mg,片剂,PO,C01XX01,233698,8690000000295,诺华,1,1,0,0,0,,
H-DEMO-00296,洋地黄毒苷,digitoxin,Digitoxin,5mg,片剂,PO,C01XX01,3406,8690000000296,赛诺菲,1,1,0,0,0,,
H-DEMO-00297,洋地黄毒苷,digitoxin,Digitoxin,10mg,片剂,PO,C01XX01,3406,8690000000297,AstraZeneca,1,1,0,0,0,,
H-DEMO-00298,洋地黄毒苷,digitoxin,Digitoxin,20mg,片剂,PO,C01XX01,3406,8690000000298,罗氏,1,1,0,0,0,,
H-DEMO-00299,米力农,milrinone,Primacor,5mg,片剂,PO,C01XX01,6963,8690000000299,齐鲁制药,1,1,0,0,0,,
H-DEMO-00300,米力农,milrinone,Primacor,10mg,片剂,PO,C01XX01,6963,8690000000300,复星医药,1,1,0,0,0,,
H-DEMO-00301,米力农,milrinone,Primacor,20mg,片剂,PO,C01XX01,6963,8690000000301,科伦药业,1,1,0,0,0,,
H-DEMO-00302,氨力农,amrinone,Inocor,10mg,片剂,PO,C01XX01,738,8690000000302,华润双鹤,1,1,0,0,0,,
H-DEMO-00303,氨力农,amrinone,Inocor,20mg,片剂,PO,C01XX01,738,8690000000303,正大天晴,1,1,0,0,0,,
H-DEMO-00304,氨力农,amrinone,Inocor,25mg,片剂,PO,C01XX01,738,8690000000304,豪森药业,1,1,0,0,0,,
H-DEMO-00305,左西孟旦,levosimendan,Simdax,25mg,片剂,PO,C01XX01,237884,8690000000305,人福医药,1,1,0,0,0,,
H-DEMO-00306,左西孟旦,levosimendan,Simdax,50mg,片剂,PO,C01XX01,237884,8690000000306,华北制药,1,1,0,0,0,,
H-DEMO-00307,左西孟旦,levosimendan,Simdax,100mg,片剂,PO,C01XX01,237884,8690000000307,扬子江药业,1,1,0,0,0,,
H-DEMO-00308,可乐定,clonidine,可乐定,50mg,片剂,PO,C02XX01,2599,8690000000308,恒瑞医药,1,1,0,0,0,,
H-DEMO-00309,可乐定,clonidine,可乐定,100mg,片剂,PO,C02XX01,2599,8690000000309,石药集团,1,1,0,0,0,,
H-DEMO-00310,可乐定,clonidine,可乐定,200mg,片剂,PO,C02XX01,2599,8690000000310,中国生物,1,1,0,0,0,,
H-DEMO-00311,甲基多巴,methyldopa,Aldomet,20mg,片剂,PO,C02XX01,6876,8690000000311,拜耳,1,1,0,0,0,,
H-DEMO-00312,甲基多巴,methyldopa,Aldomet,25mg,片剂,PO,C02XX01,6876,8690000000312,辉瑞,1,1,0,0,0,,
H-DEMO-00313,甲基多巴,methyldopa,Aldomet,50mg,片剂,PO,C02XX01,6876,8690000000313,诺华,1,1,0,0,0,,
H-DEMO-00314,肼屈嗪,hydralazine,Apresoline,100mg,片剂,PO,C02XX01,5470,8690000000314,赛诺菲,1,1,0,0,0,,
H-DEMO-00315,肼屈嗪,hydralazine,Apresoline,200mg,片剂,PO,C02XX01,5470,8690000000315,AstraZeneca,1,1,0,0,0,,
H-DEMO-00316,肼屈嗪,hydralazine,Apresoline,500mg,片剂,PO,C02XX01,5470,8690000000316,罗氏,1,1,0,0,0,,
H-DEMO-00317,米诺地尔,minoxidil,Rogaine,5mg,片剂,PO,C02XX01,6980,8690000000317,齐鲁制药,1,1,0,0,0,,
H-DEMO-00318,米诺地尔,minoxidil,Rogaine,10mg,片剂,PO,C02XX01,6980,8690000000318,复星医药,1,1,0,0,0,,
H-DEMO-00319,米诺地尔,minoxidil,Rogaine,20mg,片剂,PO,C02XX01,6980,8690000000319,科伦药业,1,1,0,0,0,,
H-DEMO-00320,乌拉地尔,urapidil,Ebrantil,10mg,片剂,PO,C02XX01,108575,8690000000320,华润双鹤,1,1,0,0,0,,
H-DEMO-00321,乌拉地尔,urapidil,Ebrantil,20mg,片剂,PO,C02XX01,108575,8690000000321,正大天晴,1,1,0,0,0,,
H-DEMO-00322,乌拉地尔,urapidil,Ebrantil,25mg,片剂,PO,C02XX01,108575,8690000000322,豪森药业,1,1,0,0,0,,
H-DEMO-00323,多沙唑嗪,doxazosin,Cardura,10mg,片剂,PO,C02XX01,3639,8690000000323,人福医药,1,1,0,0,0,,
H-DEMO-00324,多沙唑嗪,doxazosin,Cardura,20mg,片剂,PO,C02XX01,3639,8690000000324,华北制药,1,1,0,0,0,,
H-DEMO-00325,多沙唑嗪,doxazosin,Cardura,25mg,片剂,PO,C02XX01,3639,8690000000325,扬子江药业,1,1,0,0,0,,
H-DEMO-00326,哌唑嗪,prazosin,Minipress,5mg,片剂,PO,C02XX01,8629,8690000000326,恒瑞医药,1,1,0,0,0,,
H-DEMO-00327,哌唑嗪,prazosin,Minipress,10mg,片剂,PO,C02XX01,8629,8690000000327,石药集团,1,1,0,0,0,,
H-DEMO-00328,哌唑嗪,prazosin,Minipress,20mg,片剂,PO,C02XX01,8629,8690000000328,中国生物,1,1,0,0,0,,
H-DEMO-00329,布尼洛尔,bunolol,Bunol,25mg,片剂,PO,C02XX01,1827,8690000000329,拜耳,1,1,0,0,0,,
H-DEMO-00330,布尼洛尔,bunolol,Bunol,50mg,片剂,PO,C02XX01,1827,8690000000330,辉瑞,1,1,0,0,0,,
H-DEMO-00331,布尼洛尔,bunolol,Bunol,100mg,片剂,PO,C02XX01,1827,8690000000331,诺华,1,1,0,0,0,,
H-DEMO-00332,卡维地洛,carvedilol,络德,100mg,片剂,PO,C02XX01,20352,8690000000332,赛诺菲,1,1,0,0,0,,
H-DEMO-00333,卡维地洛,carvedilol,络德,200mg,片剂,PO,C02XX01,20352,8690000000333,AstraZeneca,1,1,0,0,0,,
H-DEMO-00334,卡维地洛,carvedilol,络德,500mg,片剂,PO,C02XX01,20352,8690000000334,罗氏,1,1,0,0,0,,
H-DEMO-00335,拉贝洛尔,labetalol,Trandate,10mg,片剂,PO,C02XX01,6185,8690000000335,齐鲁制药,1,1,0,0,0,,
H-DEMO-00336,拉贝洛尔,labetalol,Trandate,20mg,片剂,PO,C02XX01,6185,8690000000336,复星医药,1,1,0,0,0,,
H-DEMO-00337,拉贝洛尔,labetalol,Trandate,25mg,片剂,PO,C02XX01,6185,8690000000337,科伦药业,1,1,0,0,0,,
H-DEMO-00338,阿替洛尔,atenolol,Tenormin,10mg,片剂,PO,C02XX01,1202,8690000000338,华润双鹤,1,1,0,0,0,,
H-DEMO-00339,阿替洛尔,atenolol,Tenormin,20mg,片剂,PO,C02XX01,1202,8690000000339,正大天晴,1,1,0,0,0,,
H-DEMO-00340,阿替洛尔,atenolol,Tenormin,25mg,片剂,PO,C02XX01,1202,8690000000340,豪森药业,1,1,0,0,0,,
H-DEMO-00341,普萘洛尔,propranolol,心得安,20mg,片剂,PO,C02XX01,8787,8690000000341,人福医药,1,1,0,0,0,,
H-DEMO-00342,普萘洛尔,propranolol,心得安,25mg,片剂,PO,C02XX01,8787,8690000000342,华北制药,1,1,0,0,0,,
H-DEMO-00343,普萘洛尔,propranolol,心得安,50mg,片剂,PO,C02XX01,8787,8690000000343,扬子江药业,1,1,0,0,0,,
H-DEMO-00344,奈必洛尔,nebivolol,Bystolic,20mg,片剂,PO,C02XX01,31555,8690000000344,恒瑞医药,1,1,0,0,0,,
H-DEMO-00345,奈必洛尔,nebivolol,Bystolic,25mg,片剂,PO,C02XX01,31555,8690000000345,石药集团,1,1,0,0,0,,
H-DEMO-00346,奈必洛尔,nebivolol,Bystolic,50mg,片剂,PO,C02XX01,31555,8690000000346,中国生物,1,1,0,0,0,,
H-DEMO-00347,阿齐沙坦,azilsartan,Edarbi,20mg,片剂,PO,C02XX01,1091643,8690000000347,拜耳,1,1,0,0,0,,
H-DEMO-00348,阿齐沙坦,azilsartan,Edarbi,25mg,片剂,PO,C02XX01,1091643,8690000000348,辉瑞,1,1,0,0,0,,
H-DEMO-00349,阿齐沙坦,azilsartan,Edarbi,50mg,片剂,PO,C02XX01,1091643,8690000000349,诺华,1,1,0,0,0,,
H-DEMO-00350,奥美沙坦,olmesartan,Benicar,5mg,片剂,PO,C02XX01,321064,8690000000350,赛诺菲,1,1,0,0,0,,
H-DEMO-00351,奥美沙坦,olmesartan,Benicar,10mg,片剂,PO,C02XX01,321064,8690000000351,AstraZeneca,1,1,0,0,0,,
H-DEMO-00352,奥美沙坦,olmesartan,Benicar,20mg,片剂,PO,C02XX01,321064,8690000000352,罗氏,1,1,0,0,0,,
H-DEMO-00353,坎地沙坦,candesartan,Atacand,20mg,片剂,PO,C02XX01,214354,8690000000353,齐鲁制药,1,1,0,0,0,,
H-DEMO-00354,坎地沙坦,candesartan,Atacand,25mg,片剂,PO,C02XX01,214354,8690000000354,复星医药,1,1,0,0,0,,
H-DEMO-00355,坎地沙坦,candesartan,Atacand,50mg,片剂,PO,C02XX01,214354,8690000000355,科伦药业,1,1,0,0,0,,
H-DEMO-00356,布美他尼,bumetanide,Bumex,50mg,片剂,PO,C03XX01,1828,8690000000356,华润双鹤,1,1,0,0,0,,
H-DEMO-00357,布美他尼,bumetanide,Bumex,100mg,片剂,PO,C03XX01,1828,8690000000357,正大天晴,1,1,0,0,0,,
H-DEMO-00358,布美他尼,bumetanide,Bumex,200mg,片剂,PO,C03XX01,1828,8690000000358,豪森药业,1,1,0,0,0,,
H-DEMO-00359,依他尼酸,ethacrynic acid,Edecrin,25mg,片剂,PO,C03XX01,4107,8690000000359,人福医药,1,1,0,0,0,,
H-DEMO-00360,依他尼酸,ethacrynic acid,Edecrin,50mg,片剂,PO,C03XX01,4107,8690000000360,华北制药,1,1,0,0,0,,
H-DEMO-00361,依他尼酸,ethacrynic acid,Edecrin,100mg,片剂,PO,C03XX01,4107,8690000000361,扬子江药业,1,1,0,0,0,,
H-DEMO-00362,托伐普坦,tolvaptan,Samsca,50mg,片剂,PO,C03XX01,358274,8690000000362,恒瑞医药,1,1,0,0,0,,
H-DEMO-00363,托伐普坦,tolvaptan,Samsca,100mg,片剂,PO,C03XX01,358274,8690000000363,石药集团,1,1,0,0,0,,
H-DEMO-00364,托伐普坦,tolvaptan,Samsca,200mg,片剂,PO,C03XX01,358274,8690000000364,中国生物,1,1,0,0,0,,
H-DEMO-00365,氢氯噻嗪,hydrochlorothiazide,双氢克尿噻,50mg,片剂,PO,C03XX01,5487,8690000000365,拜耳,1,1,0,0,0,,
H-DEMO-00366,氢氯噻嗪,hydrochlorothiazide,双氢克尿噻,100mg,片剂,PO,C03XX01,5487,8690000000366,辉瑞,1,1,0,0,0,,
